CASE_SUBMITTED_DAY,CASE_SUBMITTED_MONTH,CASE_SUBMITTED_YEAR,DECISION_DAY,DECISION_MONTH,DECISION_YEAR,VISA_CLASS,EMPLOYER_NAME,EMPLOYER_STATE,EMPLOYER_COUNTRY,SOC_NAME,NAICS_CODE,TOTAL_WORKERS,FULL_TIME_POSITION,PREVAILING_WAGE,PW_UNIT_OF_PAY,PW_SOURCE,PW_SOURCE_YEAR,PW_SOURCE_OTHER,WAGE_RATE_OF_PAY_FROM,WAGE_RATE_OF_PAY_TO,WAGE_UNIT_OF_PAY,H-1B_DEPENDENT,WILLFUL_VIOLATOR,WORKSITE_STATE,WORKSITE_POSTAL_CODE,CASE_STATUS
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,68557,Year,OES,2016,OFLC ONLINE DATA CENTER,68557,94500,Year,Y,N,MN,55402,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,65645,Year,OES,2016,OFLC ONLINE DATA CENTER,65645,95500,Year,Y,N,NJ,8837,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,63461,Year,OES,2016,OFLC ONLINE DATA CENTER,63461,87000,Year,Y,N,RI,2916,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,61776,Year,OES,2016,OFLC ONLINE DATA CENTER,62500,94500,Year,Y,N,MI,49423,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,84053,Year,OES,2016,OFLC ONLINE DATA CENTER,84053,94500,Year,Y,N,MA,2090,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,67038,Year,OES,2016,OFLC ONLINE DATA CENTER,100000,120000,Year,Y,N,AR,72712,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,84698,Year,OES,2016,OFLC ONLINE DATA CENTER,110000,130000,Year,Y,N,GA,30339,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,65146,Year,OES,2016,OFLC ONLINE DATA CENTER,65146,87000,Year,Y,N,CT,6108,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,54434,Year,OES,2016,OFLC ONLINE DATA CENTER,60700,87000,Year,Y,N,OH,44135,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,57491,Year,OES,2016,OFLC ONLINE DATA CENTER,60700,87000,Year,Y,N,PA,15108,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,60070,Year,OES,2016,OFLC ONLINE DATA CENTER,60100,86000,Year,Y,N,IL,61791,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,57242,Year,OES,2016,OFLC ONLINE DATA CENTER,60700,87000,Year,Y,N,PA,19380,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,50918,Year,OES,2016,OFLC ONLINE DATA CENTER,64500,95500,Year,Y,N,TX,77002,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,70096,Year,OES,2016,OFLC ONLINE DATA CENTER,70096,94500,Year,Y,N,GA,30303,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,53560,Year,OES,2016,OFLC ONLINE DATA CENTER,62500,94500,Year,Y,N,KY,40213,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,61610,Year,OES,2016,OFLC ONLINE DATA CENTER,62500,94500,Year,Y,N,CA,91367,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,67891,Year,OES,2016,OFLC ONLINE DATA CENTER,67891,87000,Year,Y,N,TX,75067,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,77646,Year,OES,2016,OFLC ONLINE DATA CENTER,77646,94500,Year,Y,N,CA,92618,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,59800,Year,OES,2016,OFLC ONLINE DATA CENTER,60700,87000,Year,Y,N,NJ,8534,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,37419,Year,OES,2016,OFLC ONLINE DATA CENTER,60700,87000,Year,Y,N,NE,69162,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,59530,Year,OES,2016,OFLC ONLINE DATA CENTER,60700,87000,Year,Y,N,TX,75024,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,48069,Year,OES,2016,OFLC ONLINE DATA CENTER,60700,87000,Year,Y,N,IA,50266,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,46134,Year,OES,2016,OFLC ONLINE DATA CENTER,60700,87000,Year,Y,N,PA,15108,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,65645,Year,OES,2016,OFLC ONLINE DATA CENTER,65645,87000,Year,Y,N,NJ,7310,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,59197,Year,OES,2016,OFLC ONLINE DATA CENTER,64500,95500,Year,Y,N,IN,46225,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,51230,Year,OES,2016,OFLC ONLINE DATA CENTER,60700,87000,Year,Y,N,TX,78288,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,49275,Year,OES,2016,OFLC ONLINE DATA CENTER,60100,86000,Year,Y,N,IL,60064,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,74672,Year,OES,2016,OFLC ONLINE DATA CENTER,74672,94500,Year,Y,N,CT,6340,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,76315,Year,OES,2016,OFLC ONLINE DATA CENTER,76315,94500,Year,Y,N,WA,98052,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,67891,Year,OES,2016,OFLC ONLINE DATA CENTER,67891,87000,Year,Y,N,TX,75024,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,62670,Year,OES,2016,OFLC ONLINE DATA CENTER,62670,87000,Year,Y,N,MI,48084,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,74901,Year,OES,2016,OFLC ONLINE DATA CENTER,74901,87000,Year,Y,N,CT,6851,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,78936,Year,OES,2016,OFLC ONLINE DATA CENTER,78936,95500,Year,Y,N,NJ,8540,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,51230,Year,OES,2016,OFLC ONLINE DATA CENTER,62500,94500,Year,Y,N,TX,78288,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,54309,Year,OES,2016,OFLC ONLINE DATA CENTER,60700,87000,Year,Y,N,IN,46902,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,61318,Year,OES,2016,OFLC ONLINE DATA CENTER,61318,87000,Year,Y,N,IL,60179,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,55765,Year,OES,2016,OFLC ONLINE DATA CENTER,60100,86000,Year,Y,N,MN,55445,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,50211,Year,OES,2016,OFLC ONLINE DATA CENTER,62500,94500,Year,Y,N,OH,44483,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,62670,Year,OES,2016,OFLC ONLINE DATA CENTER,62670,86000,Year,Y,N,MI,48084,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,80579,Year,OES,2016,OFLC ONLINE DATA CENTER,80579,94500,Year,Y,N,CA,94583,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,57616,Year,OES,2016,OFLC ONLINE DATA CENTER,60700,87000,Year,Y,N,AZ,85027,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,60840,Year,OES,2016,OFLC ONLINE DATA CENTER,60840,87000,Year,Y,N,FL,33337,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,57034,Year,OES,2016,OFLC ONLINE DATA CENTER,62500,94500,Year,Y,N,AZ,85054,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,62379,Year,OES,2016,OFLC ONLINE DATA CENTER,62379,87000,Year,Y,N,FL,33637,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,58282,Year,OES,2016,OFLC ONLINE DATA CENTER,62500,94500,Year,Y,N,PA,19103,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,57491,Year,OES,2016,OFLC ONLINE DATA CENTER,62500,94500,Year,Y,N,PA,15108,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,68557,Year,OES,2016,OFLC ONLINE DATA CENTER,68557,94500,Year,Y,N,MN,55445,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,63461,Year,OES,2016,OFLC ONLINE DATA CENTER,63461,86000,Year,Y,N,RI,2916,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,65562,Year,OES,2016,OFLC ONLINE DATA CENTER,65562,87000,Year,Y,N,CA,94583,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COMPUTER OCCUPATION,541511,1,Y,66664,Year,OES,2016,OFLC ONLINE DATA CENTER,66664,87000,Year,Y,N,MA,2171,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,CONSTRUCTION,541511,1,Y,54434,Year,OES,2016,OFLC ONLINE DATA CENTER,62500,94500,Year,Y,N,OH,44122,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,COUNSELORS,541511,1,Y,65749,Year,OES,2016,OFLC ONLINE DATA CENTER,65749,94500,Year,Y,N,MI,48098,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,DESIGNERS,541511,1,Y,73091,Year,OES,2016,OFLC ONLINE DATA CENTER,73091,87000,Year,Y,N,CA,94085,CERTIFIED
30,9,2016,6,10,2016,H1B,TATA CONSULTANCY SERVICES LIMITED,MD,UNITED STATES OF AMERICA,DESIGNERS,541511,1,Y,65146,Year,OES,2016,OFLC ONLINE DATA CENTER,65146,87000,Year,Y,N,CT,6108,CERTIFIED
30,9,2016,6,10,2016,H1B,TECH MAHINDRA AMERICAS INC,TX,UNITED STATES OF AMERICA,DESIGNERS,541511,1,Y,95306,Year,OES,2016,OFLC ONLINE DATA CENTER,95306,0,Year,Y,N,CA,94089,CERTIFIED
30,9,2016,6,10,2016,H1B,TECH MAHINDRA AMERICAS INC,TX,UNITED STATES OF AMERICA,DESIGNERS,541511,1,Y,95306,Year,OES,2016,OFLC ONLINE DATA CENTER,95306,0,Year,Y,N,CA,94043,CERTIFIED
30,9,2016,6,10,2016,H1B,TECH MAHINDRA AMERICAS INC,TX,UNITED STATES OF AMERICA,DESIGNERS,541511,1,Y,66248,Year,OES,2016,OFLC ONLINE DATA CENTER,85000,0,Year,Y,N,NY,12345,CERTIFIED
30,9,2016,6,10,2016,H1B,TECH MAHINDRA AMERICAS INC,TX,UNITED STATES OF AMERICA,DOCTORS,541511,1,Y,71906,Year,OES,2016,OFLC ONLINE DATA CENTER,73013,0,Year,Y,N,MO,63101,CERTIFIED
30,9,2016,6,10,2016,H1B,TECH MAHINDRA AMERICAS INC,TX,UNITED STATES OF AMERICA,DOCTORS,541511,1,Y,65666,Year,OES,2016,OFLC ONLINE DATA CENTER,74630,0,Year,Y,N,WA,98011,CERTIFIED
30,9,2016,6,10,2016,H1B,TECH MAHINDRA AMERICAS INC,TX,UNITED STATES OF AMERICA,DOCTORS,541511,1,Y,86590,Year,OES,2016,OFLC ONLINE DATA CENTER,86590,0,Year,Y,N,CT,6902,CERTIFIED
30,9,2016,6,10,2016,H1B,TECH MAHINDRA AMERICASINC,TX,UNITED STATES OF AMERICA,DOCTORS,541511,1,Y,79498,Year,OES,2016,OFLC ONLINE DATA CENTER,79498,0,Year,Y,N,TX,75081,CERTIFIED
30,9,2016,6,10,2016,H1B,TECH MAHINDRA AMERICASINC,TX,UNITED STATES OF AMERICA,DOCTORS,541511,1,Y,71781,Year,OES,2016,OFLC ONLINE DATA CENTER,71781,0,Year,Y,N,NY,10004,CERTIFIED
30,9,2016,6,10,2016,H1B,TECH MAHINDRA AMERICASINC,TX,UNITED STATES OF AMERICA,DOCTORS,541511,1,Y,76898,Year,OES,2016,OFLC ONLINE DATA CENTER,76898,0,Year,Y,N,GA,30308,CERTIFIED
30,9,2016,6,10,2016,H1B,TECH MAHINDRA AMERICASINC,TX,UNITED STATES OF AMERICA,DOCTORS,541511,1,Y,95306,Year,OES,2016,OFLC ONLINE DATA CENTER,95306,0,Year,Y,N,CA,94043,CERTIFIED
30,9,2016,6,10,2016,H1B,TECHBRIDGE INC,GA,UNITED STATES OF AMERICA,DOCTORS,541511,1,Y,90688,Year,OES,2016,OFLC ONLINE DATA CENTER,97000,115000,Year,N,N,GA,30303,CERTIFIED
30,9,2016,6,10,2016,H1B,TECHBRIDGE INC,GA,UNITED STATES OF AMERICA,DOCTORS,541511,1,Y,90688,Year,OES,2016,OFLC ONLINE DATA CENTER,90700,115000,Year,N,N,GA,30303,CERTIFIED
30,9,2016,6,10,2016,H1B,TECHLAND INC,FL,UNITED STATES OF AMERICA,DOCTORS,54151,1,Y,94494,Year,OES,2016,OFLC ONLINE DATA CENTER,95000,0,Year,Y,N,TX,77042,CERTIFIED
30,9,2016,6,10,2016,H1B,TECHLAND INC,FL,UNITED STATES OF AMERICA,DOCTORS,54151,1,Y,80205,Year,OES,2016,OFLC ONLINE DATA CENTER,85000,0,Year,Y,N,CO,80112,CERTIFIED
30,9,2016,6,10,2016,H1B,TECHLAND INC,FL,UNITED STATES OF AMERICA,DOCTORS,54151,1,Y,81827,Year,OES,2016,OFLC ONLINE DATA CENTER,85000,0,Year,Y,N,CO,80112,CERTIFIED
30,9,2016,6,10,2016,H1B,TECHLAND INC,FL,UNITED STATES OF AMERICA,DOCTORS,54151,1,Y,91021,Year,OES,2016,OFLC ONLINE DATA CENTER,93000,0,Year,Y,N,MN,55402,CERTIFIED
30,9,2016,6,10,2016,H1B,TECHLAND INC,FL,UNITED STATES OF AMERICA,DOCTORS,54151,1,Y,90272,Year,OES,2016,OFLC ONLINE DATA CENTER,95000,0,Year,Y,N,KY,41018,CERTIFIED
30,9,2016,6,10,2016,H1B,TECHLAND INC,FL,UNITED STATES OF AMERICA,DOCTORS,54151,1,Y,77771,Year,OES,2016,OFLC ONLINE DATA CENTER,80000,0,Year,Y,N,MN,55125,CERTIFIED
30,9,2016,6,10,2016,H1B,TECHLAND INC,FL,UNITED STATES OF AMERICA,DOCTORS,54151,1,Y,94640,Year,OES,2016,OFLC ONLINE DATA CENTER,100000,0,Year,Y,N,NC,28255,CERTIFIED
30,9,2016,6,10,2016,H1B,TECHLAND INC,FL,UNITED STATES OF AMERICA,DOCTORS,54151,1,Y,73091,Year,OES,2016,OFLC ONLINE DATA CENTER,85000,0,Year,Y,N,NC,27703,CERTIFIED
30,9,2016,6,10,2016,H1B,TECHLAND INC,FL,UNITED STATES OF AMERICA,DOCTORS,54151,1,Y,91021,Year,OES,2016,OFLC ONLINE DATA CENTER,93000,0,Year,Y,N,MN,55415,CERTIFIED
30,9,2016,6,10,2016,H1B,TECHLAND INC,FL,UNITED STATES OF AMERICA,DOCTORS,54151,1,Y,71989,Year,OES,2016,OFLC ONLINE DATA CENTER,73000,0,Year,Y,N,IN,47711,CERTIFIED
30,9,2016,6,10,2016,H1B,TECHLAND INC,FL,UNITED STATES OF AMERICA,DOCTORS,54151,1,Y,97365,Year,OES,2016,OFLC ONLINE DATA CENTER,105000,0,Year,Y,N,CA,90071,CERTIFIED
30,9,2016,6,10,2016,H1B,TECHLAND INC,FL,UNITED STATES OF AMERICA,DOCTORS,54151,1,Y,74006,Year,OES,2016,OFLC ONLINE DATA CENTER,85000,0,Year,Y,N,IL,60062,CERTIFIED
30,9,2016,6,10,2016,H1B,TECHLAND INC,FL,UNITED STATES OF AMERICA,DOCTORS,54151,1,Y,118872,Year,OES,2016,OFLC ONLINE DATA CENTER,120000,0,Year,Y,N,NJ,7981,CERTIFIED
30,9,2016,6,10,2016,E3 Australian,TECHNOLABS INC,TX,UNITED STATES OF AMERICA,DOCTORS,541511,1,Y,68827,Year,OES,2016,OFLC ONLINE DATA CENTER,70000,0,Year,,,TX,75039,CERTIFIED
30,9,2016,6,10,2016,H1B,TECHNOSOFT CORPORATION,MI,UNITED STATES OF AMERICA,DOCTORS,541511,1,Y,54246,Year,OES,2016,OFLC ONLINE DATA CENTER,60000,0,Year,Y,N,TX,78754,CERTIFIED
30,9,2016,6,10,2016,E3 Australian,TECHNUMEN INC,NJ,UNITED STATES OF AMERICA,DOCTORS,541511,1,Y,65333,Year,OES,2016,OFLC ONLINE DATA CENTER,65333,0,Year,,,NJ,8854,CERTIFIED
30,9,2016,6,10,2016,H1B,TECHORBIT INC,TX,UNITED STATES OF AMERICA,DOCTORS,541511,1,Y,68827,Year,Other,2016,OFLC ONLINE DATA CENTER,69000,80000,Year,Y,N,TX,75038,CERTIFIED
30,9,2016,6,10,2016,H1B,TEK LEADERS INC,TX,UNITED STATES OF AMERICA,ECONOMISTS,541511,1,Y,65624,Year,Other,2016,OFLC ONLINE DATA CENTER,65624,0,Year,Y,N,FL,32256,CERTIFIED
30,9,2016,6,10,2016,H1B,TEK SERVICES LLC,GA,UNITED STATES OF AMERICA,ECONOMISTS,541511,1,Y,62379,Year,OES,2016,OFLC ONLINE DATA CENTER,62400,0,Year,Y,N,CA,91510,CERTIFIED
30,9,2016,6,10,2016,H1B,TELERX MARKETING INC,NJ,UNITED STATES OF AMERICA,EDUCATION,541511,1,Y,80995,Year,Other,2016,OFLC ONLINE DATA CENTER,84864,0,Year,N,N,NJ,7960,CERTIFIED
30,9,2016,6,10,2016,H1B,TENNECO AUTOMOTIVE OPERATING COMPANY INC,IL,UNITED STATES OF AMERICA,EDUCATION,336390,1,Y,64100,Year,Other,2016,WILLIS TOWERS WATSON SURVEY,64100,79440,Year,N,N,IN,46767,CERTIFIED
30,9,2016,6,10,2016,H1B,TEST AND VERIFICATION SOLUTIONS LLC,FL,UNITED STATES OF AMERICA,EDUCATION,541330,1,Y,85654,Year,OES,2016,OFLC ONLINE DATA CENTER,96000,0,Year,N,N,CA,95134,CERTIFIED
30,9,2016,6,10,2016,H1B,TEXAS AandAMP M UNIVERSITY KINGSVILLE PART OF TEXAS AandAMP M UNIVERSITY SYS,TX,UNITED STATES OF AMERICA,EDUCATION,611310,1,Y,44940,Year,OES,2016,OFLC ONLINE DATA CENTER,68328,0,Year,N,N,TX,78363,CERTIFIED
30,9,2016,6,10,2016,H1B,TEXAS AandM AGRILIFE RESEARCH,TX,UNITED STATES OF AMERICA,EDUCATION,54171,1,Y,37149,Year,OES,2016,OFLC ONLINE DATA CENTER,41000,0,Year,N,N,TX,77843,CERTIFIED
30,9,2016,6,10,2016,H1B,TEXAS AandM UNIVERSITY,TX,UNITED STATES OF AMERICA,EDUCATION,611310,1,Y,53800,Year,OES,2016,OFLC ONLINE DATA CENTER,160000,0,Year,N,N,TX,77843,CERTIFIED
30,9,2016,6,10,2016,H1B,THE BANK OF NEW YORK MELLON,PA,UNITED STATES OF AMERICA,EDUCATION,523110,1,Y,76200,Year,Other,2016,US MERCER BENCHMARK DATABASE SURVEY,92000,92000,Year,N,N,NY,10286,CERTIFIED
30,9,2016,6,10,2016,H1B,THE BOARD OF TRUSTEES OF THE LELAND STANFORD JR UNIVERSITY,CA,UNITED STATES OF AMERICA,EDUCATION,611310,1,Y,64418,Year,OES,2016,OFLC ONLINE DATA CENTER,68000,0,Year,N,N,CA,94305,CERTIFIED
30,9,2016,6,10,2016,E3 Australian,THE BOEING COMPANY,WA,UNITED STATES OF AMERICA,EDUCATION,336411,1,Y,135595,Year,OES,2016,OFLC ONLINE DATA CENTER,140000,275000,Year,,,WA,98206,CERTIFIED
30,9,2016,6,10,2016,H1B,THE DEPOSITORY TRUST AND CLEARING CORPORATION,NJ,UNITED STATES OF AMERICA,EDUCATION,522320,1,Y,94411,Year,OES,2016,OFLC ONLINE DATA CENTER,110000,0,Year,N,N,FL,33647,CERTIFIED
30,9,2016,6,10,2016,H1B,THE EMMES CORPORATION,MD,UNITED STATES OF AMERICA,EDUCATION,541710,1,Y,90688,Year,OES,2016,OFLC ONLINE DATA CENTER,108000.48,0,Year,N,N,MD,20850,CERTIFIED
30,9,2016,6,10,2016,H1B,THE KOREA CENTRAL DAILY NEWS INC,NY,UNITED STATES OF AMERICA,EDUCATION,511110,1,N,24.1,Hour,OES,2016,OFLC ONLINE DATA CENTER,24.1,0,Hour,N,N,NY,11101,CERTIFIED
30,9,2016,6,10,2016,H1B,THE MATHWORKS INC,MA,UNITED STATES OF AMERICA,EDUCATION,511210,1,Y,87194,Year,OES,2016,OFLC ONLINE DATA CENTER,97000,0,Year,Y,N,MA,1760,CERTIFIED
30,9,2016,6,10,2016,H1B,THE MATHWORKS INC,MA,UNITED STATES OF AMERICA,EDUCATION,511210,1,Y,87194,Year,OES,2016,OFLC ONLINE DATA CENTER,112000,0,Year,Y,N,MA,1760,CERTIFIED
30,9,2016,6,10,2016,H1B,THE OHIO STATE UNIVERSITY,OH,UNITED STATES OF AMERICA,EDUCATION,611310,1,Y,56514,Year,OES,2016,NONE,56514,0,Year,N,N,OH,43201,CERTIFIED
30,9,2016,6,10,2016,H1B,THE SCRIPPS RESEARCH INSTITUTE,CA,UNITED STATES OF AMERICA,EDUCATION,54171,1,Y,50627,Year,OES,2016,OFLC ONLINE DATA CENTER,52000,0,Year,N,N,CA,92037,CERTIFIED
30,9,2016,6,10,2016,H1B,THE SPHERE INSTITUTE,CA,UNITED STATES OF AMERICA,EDUCATION,541720,1,Y,42224,Year,OES,2016,OFLC ONLINE DATA CENTER,48000,72000,Year,Y,N,CA,94010,CERTIFIED
30,9,2016,6,10,2016,H1B,THE SPHERE INSTITUTE,CA,UNITED STATES OF AMERICA,EDUCATION,541720,1,Y,42224,Year,OES,2016,OFLC ONLINE DATA CENTER,50000,75000,Year,Y,N,CA,94010,CERTIFIED
30,9,2016,6,10,2016,H1B,THE SPHERE INSTITUTE,CA,UNITED STATES OF AMERICA,EDUCATION,541720,1,Y,42224,Year,OES,2016,OFLC ONLINE DATA CENTER,50000,75000,Year,Y,N,CA,94010,CERTIFIED
